year,category,prize,motivation,prize_share,laureate_type,full_name,birth_date,birth_city,birth_country,birth_country_current,sex,organization_name,organization_city,organization_country,ISO
2015,Peace,The Nobel Peace Prize 2015,"""for its decisive contribution to the building of a pluralistic democracy in Tunisia in the wake of the Jasmine Revolution of 2011""",01-Jan,Organization,National Dialogue Quartet,NA,NA,NA,NA,NA,NA,NA,NA,
2015,Physics,The Nobel Prize in Physics 2015,"""for the discovery of neutrino oscillations, which shows that neutrinos have mass""",01-Feb,Individual,Arthur B. McDonald,29/08/1943,Sydney,Canada,Canada,Male,Queen's University,Kingston,Canada,CAN
2015,Physics,The Nobel Prize in Physics 2015,"""for the discovery of neutrino oscillations, which shows that neutrinos have mass""",01-Feb,Individual,Takaaki Kajita,09/03/1959,Higashimatsuyama,Japan,Japan,Male,University of Tokyo,Kashiwa,Japan,JPN
2016,Chemistry,The Nobel Prize in Chemistry 2016,"""for the design and synthesis of molecular machines""",01-Mar,Individual,Bernard L. Feringa,18/05/1951,Barger-Compascuum,Netherlands,Netherlands,Male,University of Groningen,Groningen,Netherlands,NLD
2016,Chemistry,The Nobel Prize in Chemistry 2016,"""for the design and synthesis of molecular machines""",01-Mar,Individual,Jean-Pierre Sauvage,21/10/1944,Paris,France,France,Male,University of Strasbourg,Strasbourg,France,FRA
2016,Chemistry,The Nobel Prize in Chemistry 2016,"""for the design and synthesis of molecular machines""",01-Mar,Individual,Sir J. Fraser Stoddart,24/05/1942,Edinburgh,United Kingdom,United Kingdom,Male,Northwestern University,"Evanston, IL",United States of America,GBR
2016,Economics,The Sveriges Riksbank Prize in Economic Sciences 2016,"""for their contributions to contract theory""",01-Feb,Individual,Bengt Holmström,18/04/1949,Helsinki,Finland,Finland,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,FIN
2016,Economics,The Sveriges Riksbank Prize in Economic Sciences 2016,"""for their contributions to contract theory""",01-Feb,Individual,Oliver Hart,09/10/1948,London,United Kingdom,United Kingdom,Male,Harvard University,"Cambridge, MA",United States of America,GBR
2016,Literature,The Nobel Prize in Literature 2016,"""for having created new poetic expressions within the great American song tradition""",01-Jan,Individual,Bob Dylan,24/05/1941,"Duluth, MN",United States of America,United States of America,Male,NA,NA,NA,USA
2016,Medicine,The Nobel Prize in Physiology or Medicine 2016,"""for his discoveries of mechanisms for autophagy""",01-Jan,Individual,Yoshinori Ohsumi,09/02/1945,Fukuoka,Japan,Japan,Male,Tokyo Institute of Technology,Tokyo,Japan,JPN
2016,Peace,The Nobel Peace Prize 2016,"""for his resolute efforts to bring the country's more than 50-year-long civil war to an end""",01-Jan,Individual,Juan Manuel Santos,10/08/1951,Bogotá,Colombia,Colombia,Male,NA,NA,NA,COL
2016,Physics,The Nobel Prize in Physics 2016,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",01-Feb,Individual,David J. Thouless,21/09/1934,Bearsden,United Kingdom,United Kingdom,Male,University of Washington,"Seattle, WA",United States of America,GBR
2016,Physics,The Nobel Prize in Physics 2016,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",01-Apr,Individual,F. Duncan M. Haldane,14/09/1951,London,United Kingdom,United Kingdom,Male,Princeton University,"Princeton, NJ",United States of America,GBR
2016,Physics,The Nobel Prize in Physics 2016,"""for theoretical discoveries of topological phase transitions and topological phases of matter""",01-Apr,Individual,J. Michael Kosterlitz,22/06/1943,Aberdeen,United Kingdom,United Kingdom,Male,Brown University,"Providence, RI",United States of America,GBR
2017,Chemistry,The Nobel Prize in Chemistry 2017,“for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution”,01-Mar,Individual,Jacques Dubochet,08/06/1942,Aigle,Switzerland,Switzerland,Male,University of Lausanne,Lausanne,Switzerland,CHE
2017,Chemistry,The Nobel Prize in Chemistry 2017,“for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution”,01-Mar,Individual,Joachim Frank,12/09/1940,Siegen,Germany,Germany,Male,Columbia University,"New York, NY",United States of America,DEU
2017,Chemistry,The Nobel Prize in Chemistry 2017,“for developing cryo-electron microscopy for the high-resolution structure determination of biomolecules in solution”,01-Mar,Individual,Richard Henderson,19/07/1945,Edinburgh,United Kingdom,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,GBR
2017,Economics,The Sveriges Riksbank Prize in Economic Sciences 2016,“for his contributions to behavioural economics”,01-Jan,Individual,Richard H. Thaler,12/09/1945,"East Orange, NJ",United States of America,United States of America,Male,University of Chicago,"Chicago, IL",United States of America,USA
2017,Literature,The Nobel Prize in Literature 2017,"“who, in novels of great emotional force, has uncovered the abyss beneath our illusory sense of connection with the world”",01-Jan,Individual,Kazuo Ishiguro,08/11/1954,Nagasaki,Japan,Japan,Male,,,,JPN
2017,Medicine,The Nobel Prize in Physiology or Medicine 2017,“for their discoveries of molecular mechanisms controlling the circadian rhythm”,01-Mar,Individual,Jeffrey C. Hall,03/05/1945,"New York, NY",United States of America,United States of America,Male,University of Maine,Maine ME,United States of America,USA
2017,Medicine,The Nobel Prize in Physiology or Medicine 2017,“for their discoveries of molecular mechanisms controlling the circadian rhythm”,01-Mar,Individual,Michael Rosbash,07/03/1944,"Kansas City, MO",United States of America,United States of America,Male,Brandeis University,Waltham MA,United States of America,USA
2017,Medicine,The Nobel Prize in Physiology or Medicine 2017,“for their discoveries of molecular mechanisms controlling the circadian rhythm”,01-Mar,Individual,Michael W. Young,28/03/1949,"Miami, FL",United States of America,United States of America,Male,Rockefeller University,"New York, NY",United States of America,USA
2017,Peace,The Nobel Peace Prize 2017,“for its work to draw attention to the catastrophic humanitarian consequences of any use of nuclear weapons and for its ground-breaking efforts to achieve a treaty-based prohibition of such weapons”,01-Jan,Organization,International Campaign to Abolish Nuclear Weapons (ICAN),NA,NA,NA,NA,NA,NA,NA,NA,
2017,Physics,The Nobel Prize in Physics 2017,“for decisive contributions to the LIGO detector and the observation of gravitational waves”,01-Apr,Individual,Barry C. Barish,27/01/1936,"Omaha, NE",United States of America,United States of America,Male,LIGO/VIRGO Collaboration,,,USA
2017,Physics,The Nobel Prize in Physics 2017,“for decisive contributions to the LIGO detector and the observation of gravitational waves”,01-Apr,Individual,Kip S. Thorne,01/06/1940,"Logan, UT",United States of America,United States of America,Male,LIGO/VIRGO Collaboration,,,USA
2017,Physics,The Nobel Prize in Physics 2017,“for decisive contributions to the LIGO detector and the observation of gravitational waves”,01-Feb,Individual,Rainer Weiss,29/09/1932,Berlin,Germany,Germany,Male,LIGO/VIRGO Collaboration,,,DEU
2018,Chemistry,The Nobel Prize in Chemistry 2018,“for the directed evolution of enzymes”,01-Feb,Individual,Frances H. Arnold,25/07/1956,"Pittsburgh, PA",United States of America,United States of America,Female,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,USA
2018,Chemistry,The Nobel Prize in Chemistry 2018,“for the phage display of peptides and antibodies”,01-Apr,Individual,George P. Smith,10/03/1941,"Norwalk, CT",United States of America,United States of America,Male,University of Missouri,Columbia,United States of America,USA
2018,Chemistry,The Nobel Prize in Chemistry 2018,“for the phage display of peptides and antibodies”,01-Apr,Individual,Sir Gregory P. Winter,14/04/1951,Leicester,United Kingdom,United Kingdom,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,GBR
2018,Economics,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2018,“for integrating technological innovations into long-run macroeconomic analysis”,01-Feb,Individual,Paul M. Romer,06/11/1955,"Denver, CO",United States of America,United States of America,Male,New York University,"New York, NY",United States of America,USA
2018,Economics,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2018,“for integrating climate change into long-run macroeconomic analysis”,01-Feb,Individual,William D. Nordhaus,31/05/1941,"Albuquerque, NM",United States of America,United States of America,Male,Yale University,"New Haven, CT",United States of America,USA
2018,Literature,The Nobel Prize in Literature 2018,“for a narrative imagination that with encyclopedic passion represents the crossing of boundaries as a form of life”,01-Jan,Individual,Olga Tokarczuk,29/01/1962,Sulechów,Poland,Poland,Female,,,,POL
2018,Medicine,The Nobel Prize in Physiology or Medicine 2018,“for their discovery of cancer therapy by inhibition of negative immune regulation”,01-Feb,Individual,James P. Allison,07/08/1948,"Alice, TX",United States of America,United States of America,Male,Parker Institute for Cancer Immunotherapy,"San Francisco, CA",United States of America,USA
2018,Medicine,The Nobel Prize in Physiology or Medicine 2018,“for their discovery of cancer therapy by inhibition of negative immune regulation”,01-Feb,Individual,Tasuku Honjo,27/01/1942,Kyoto,Japan,Japan,Male,Kyoto University,Kyoto,Japan,JPN
2018,Peace,The Nobel Peace Prize 2018,“for their efforts to end the use of sexual violence as a weapon of war and armed conflict”,01-Feb,Individual,Denis Mukwege,01/03/1955,Bukavu,Democratic Republic of the Congo,Democratic Republic of the Congo,Male,,,,COD
2018,Peace,The Nobel Peace Prize 2018,“for their efforts to end the use of sexual violence as a weapon of war and armed conflict”,01-Feb,Individual,Nadia Murad,02/07/1993,Kojo,Iraq,Iraq,Female,,,,IRQ
2018,Physics,The Nobel Prize in Physics 2018,“for the optical tweezers and their application to biological systems”,01-Feb,Individual,Arthur Ashkin,02/09/1922,"New York, NY",United States of America,United States of America,Male,Bell Laboratories,"Holmdel, NJ",United States of America,USA
2018,Physics,The Nobel Prize in Physics 2018,"“for their method of generating high-intensity, ultra-short optical pulses”",01-Apr,Individual,Donna Strickland,27/05/1959,Guelph,Canada,Canada,Female,University of Waterloo,Waterloo,Canada,CAN
2018,Physics,The Nobel Prize in Physics 2018,"“for their method of generating high-intensity, ultra-short optical pulses”",01-Apr,Individual,Gérard Mourou,22/06/1944,Albertville,France,France,Male,École Polytechnique,Palaiseau,France,FRA
2019,Chemistry,The Nobel Prize in Chemistry 2019,“for the development of lithium-ion batteries”,01-Mar,Individual,Akira Yoshino,30/01/1948,Suita,Japan,Japan,Male,Asahi Kasei Corporation,Tokyo,Japan,JPN
2019,Chemistry,The Nobel Prize in Chemistry 2019,“for the development of lithium-ion batteries”,01-Mar,Individual,John Goodenough,25/07/1922,Jena,Germany,Germany,Male,University of Texas,Austin TX,United States of America,DEU
2019,Chemistry,The Nobel Prize in Chemistry 2019,“for the development of lithium-ion batteries”,01-Mar,Individual,M. Stanley Whittingham,22/12/1941,Nottingham,United Kingdom,United Kingdom,Male,Binghamton University State University of New York,"New York, NY",United States of America,GBR
2019,Economics,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2019,“for their experimental approach to alleviating global poverty”,01-Mar,Individual,Abhijit Banerjee,21/02/1961,Mumbai,India,India,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,IND
2019,Economics,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2019,“for their experimental approach to alleviating global poverty”,01-Mar,Individual,Esther Duflo,25/10/1972,Paris,France,France,Female,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,FRA
2019,Economics,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel 2019,“for their experimental approach to alleviating global poverty”,01-Mar,Individual,Michael Kremer,12/11/1964,"New York, NY",United States of America,United States of America,Male,Harvard University,"Cambridge, MA",United States of America,USA
2019,Literature,The Nobel Prize in Literature 2019,“for an influential work that with linguistic ingenuity has explored the periphery and the specificity of human experience”,01-Jan,Individual,Peter Handke,06/12/1942,Griffen,Austria,Austria,Male,,,,AUT
2019,Medicine,The Nobel Prize in Physiology or Medicine 2019,“for their discoveries of how cells sense and adapt to oxygen availability”,01-Mar,Individual,Gregg Semenza,12/07/1956,"New York, NY",United States of America,United States of America,Male,Johns Hopkins University,"Baltimore, MD",United States of America,USA
